# Mapping generated from sheet data-prestations, input data.csv output 4_prestations_1.csv
"category";"service";"label";"search_filter";"price";"billing";"filter_presentation";"calculating";"job"
"Maison & travaux";"Crépis";"Crépis projeté et taloché façade ";"";0;"par m2";"Extérieur";"Surface";"Façadier"
"Maison & travaux";"Crépis";"Crépis taloché façade ";"";0;"par m2";"Extérieur";"Surface";"Façadier"
"Maison & travaux";"Crépis";"Crépis au rouleau façade ";"";0;"par m2";"Extérieur";"Surface";"Façadier"
"Evènementiel ";"Cuisinier ";"Chef privé - jusqu'à 15 convives";"";0;"par personne";"";"Nombre";"Cusinier"
"Maison";"Déblaiement ";"Déblaiement gravats & déchets";"";0;"par m3";"";"Volume";"Déblayeur"
"Maison";"Déblaiement ";"Déblaiemet meubles & electroménager";"";0;"unitaire";"";"Nombre";"Déblayeur"
"Maison";"Déblaiement ";"Déblaiement autres Ferailles";"";0;"unitaire";"";"Nombre";"Déblayeur"
"Animaux";"Débourrage ";"Débourrage Poulain ";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Animaux";"Débourrage ";"Débourrage cheval ";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Animaux";"Débourrage ";"Débourrage poney ";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Evènementiel ";"Décoration évènementielle";"Décoration Mariage";"";0;"par prestation";"";"Nombre";""
"Evènementiel ";"Décoration évènementielle";"Pliage de serviette ";"";0;"par prestation";"";"Nombre";""
"Evènementiel ";"Décoration évènementielle";"Décoration Soirée ";"";0;"par prestation";"";"Nombre";""
"Décoration";"Décoration intérieur ";"Architecte d'intérieur";"";0;"par m2";"";"Surface";"Décorateur"
"Jardin & équipements";"Découpe";"Découpe de bois en 1 mètre";"";0;"par m3";"";"Volume";""
"Jardin & équipements";"Découpe";"Découpe de bois en 50 cm";"";0;"par m3";"";"Volume";""
"Jardin & équipements";"Découpe";"Découpe de bois en 30 cm";"";0;"par m3";"";"Volume";""
"Maison";"Déménagement";"Aide au déménagement";"";0;"par prestation";"";"Nombre";"Déménageur"
"Maison";"Déménagement";"Déménagement avec camion et chauffeur / déménageur";"";0;"par prestation";"";"Nombre";"Déménageur"
"Maison";"Déménagement";"Déménagement avec mise en carton, camion et chauffeur / déménageur ";"";0;"par prestation";"";"Nombre";"Déménageur"
"Maison";"Déménagement";"Déménagement grenier ";"";0;"par m3";"";"Volume";"Déménageur"
"Maison";"Déménagement";"Déménagement cave ";"";0;"par m3";"";"Volume";"Déménageur"
"Conciergerie ";"Dépot & retrait";"Dépôt et retrait de linge au pressing";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Dépôt et retrait de clés et chaussures chez le coordonnier";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Dépôt et retrait de vêtements chez le couturier";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Dépôt et retrait de colis à la poste et point relais";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Retrait de courses et livraison ";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Retrait de meubles et livraison";"";0;"par prestation";"";"Nombre";""
"Conciergerie ";"Dépot & retrait";"Livraison / retrait meuble ";"";0;"par prestation";"";"Nombre";""
"Maison";"Désencombrage";"Désencombrage maison ";"";0;"par m3";"";"Volume";"Déménageur"
"Maison & travaux";"Désinfection & nuisibles";"Dératisation ";"";0;"par m2";"";"Surface";"Dératisateur"
"Maison & travaux";"Désinfection & nuisibles";"Désinsectisation ";"";0;"par m2";"";"Surface";""
"Maison & travaux";"Désinfection & nuisibles";"Dépigeonnage";"";0;"par m2";"";"Surface";""
"Maison & travaux";"Désinfection & nuisibles";"Détaupage";"";0;"par m2";"";"Surface";""
"Maison & travaux";"Désinfection & nuisibles";"Destruction de nids guêpes, frelons";"";0;"par m2";"";"Surface";""
"Loisirs créatifs";"Dessin & peinture";"Atelier dessin sur mesure";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Les bases du dessin";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Dessiner la perspective";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Dessiner à l'encre";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Dessiner au fusain";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Atelier peinture classique";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Atelier Aquarelle";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Atelier peinture à l'huile";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Loisirs créatifs";"Dessin & peinture";"Peinture sur textile";"";0;"de l'heure";"";"Nombre";"Professeur de dessin"
"Evènementiel ";"DJ ";"DJ toutes influences musicales";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d’influence afro-américaine";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d’influence oriental ";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ variété française et internationale";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d'influence musique classique";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d'influence musique électronique";"";0;"par prestation";"Soirée / Nuit";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ toutes influences musicales";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d’influence afro-américaine";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d’influence oriental ";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ variété française et internationale";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d'influence musique classique";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Evènementiel ";"DJ ";"DJ d'influence musique élèctronique";"";0;"par prestation";"Journée";"Nombre";"DJ"
"Animaux";"Dressage d'animaux";"Dressage canin classique";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Animaux";"Dressage d'animaux";"Dressage chien de chasse";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Animaux";"Dressage d'animaux";"Dressage chien de défense";"";0;"de l'heure";"";"Nombre";"Dresseur"
"Jardin & équipements";"Eclairage jardin";"Installation spot";"";0;"unitaire";"Installation";"Nombre";""
"Jardin & équipements";"Eclairage jardin";"Installation lampe";"";0;"unitaire";"Installation";"Nombre";""
"Jardin & équipements";"Eclairage jardin";"Installation lampadaire";"";0;"unitaire";"Installation";"Nombre";""
"Jardin & équipements";"Eclairage jardin";"Réparation spot";"";0;"unitaire";"Réparation";"Nombre";""
"Jardin & équipements";"Eclairage jardin";"Réparation lampe";"";0;"unitaire";"Réparation";"Nombre";""
"Jardin & équipements";"Eclairage jardin";"Réparation lampadaire";"";0;"unitaire";"Réparation";"Nombre";""
"Maison & travaux";"Electricité";"Installation prise éléctrique";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation interrupteur";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation alarme sans fil";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation minuterie";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation sonnette";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation radiateur electrique";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation VMC";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation mécanisme portail";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation interphone";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation thermostat";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation luminaire";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation fusible";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation tableau électrique";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation détecteur de fumée";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Installation d'un visiophone";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation prise éléctrique";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation interrupteur";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation alarme sans fil";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation minuterie";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation sonnette";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation d'un visiophone";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation radiateur électrique";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation VMC";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation mécanisme portail";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation interphone";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation thermostat";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation luminaire";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Changement fusible";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation tableau électrique";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Réparation détecteur de fumée";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Encastrement de cables & gaines";"";0;"unitaire";"Installation";"Nombre";"Electricien"
"Maison & travaux";"Electricité";"Recherche de panne électrique";"";0;"unitaire";"Réparation";"Nombre";"Electricien"
"Electroménager";"Electroménager";"Réparation lave-linge";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation lave-vaisselle";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation réfrigérateur";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation four";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation sèche-linge";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation congélateur";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation micro-onde";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Réparation hotte";"";0;"par prestation";"Réparation";"Nombre";"Réparateur"
"Electroménager";"Electroménager";"Installation lave-linge";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installation lave-vaisselle";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installation réfrigérateur";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installation four";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installtion sèche-linge";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installation congélateur";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installtion micro-ondes";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Electroménager";"Electroménager";"Installation hotte";"";0;"par prestation";"Installation";"Nombre";"Installateur"
"Animaux";"Entrainement & montage d'animaux";"Montage & entrainement cheval ";"";0;"de l'heure";"";"Nombre";"Monteur"
"Animaux";"Entrainement & montage d'animaux";"Montage & entrainement poney ";"";0;"de l'heure";"";"Nombre";"Monteur"
"Auto-Moto";"Entretien Bateau";"Nettoyage de coque";"";0;"par m2";"Nettoyage";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard pont et cockpit";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage pont et cockpit";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard flybridge";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage flybridge";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standart hublots et panneau de descente";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage hublots et panneau de descente";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard sellerie";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage sellerie";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage inox et accastillage";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard instruments";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage instruments";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard gorge des coffres";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage gorge des coffres";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage & détachage de voiles";"";0;"par m2";"Nettoyage exterieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard carré vaigrages";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet carré vaigrages";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard carré plafond";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet carré plafond";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard carré sols";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet carré sols";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard cabines et salles d'eau vaigrages";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet cabines et salles d'eau vaigrages";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard cabines et salles d'eau sols";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet cabines et salles d'eau sols";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage standard cabines et salles d'eau fonds";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage complet cabines et salles d'eau fonds";"";0;"par m2";"Nettoyage intérieur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Démontage de voiles";"";0;"par m2";"Démontage";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage carburateur ultra sons";"";0;"par m2";"Nettoyage moteur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Nettoyage moteur";"";0;"par m2";"Nettoyage moteur";"Surface";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Révision moteur in-bord";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Révision moteur hors-bord";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Recherche de panne";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Pose - dépose du moteur";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Révision pompte à eau";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Rénovation teck";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Bateau";"Réparation révision embase";"";0;"de l'heure";"Entretien";"Nombre";"Mécanicien"
"Animaux";"Entretien des abris";"Nettoyage Box ";"";0;"par m2";"";"Surface";""
"Animaux";"Entretien des abris";"Ramassage fumier";"";0;"par m2";"";"Surface";""
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement plaquette";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacemet disque";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement durite de freins";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement étrier";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement chambre à aire";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement batterie";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement bougie";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement filtre à air";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement amortisseur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement roulement de roue";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement câble d'embrayage";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement colonne de direction";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement ampoule";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement alternateur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement bobine";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Remplacement régulateur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Vidange Embrayage";"";0;"unitaire";"Vidange";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Vidange freins";"";0;"unitaire";"Vidange";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Vidange moteur";"";0;"unitaire";"Vidange";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose kit chaîne";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose bulle";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose guidon street";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose passage de roue";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose passage de roue avec clignotant";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose pare-brise";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose lèche roue";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose échappement silencieux seil";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose échappement ligne et catalyseur";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose raccordement GPS";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose alarme";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Pose plaque";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Tension et grassage de chaîne";"";0;"unitaire";"Entretien - Nettoyage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Contrôle et réglage synchro carburateur";"";0;"unitaire";"Entretien - Nettoyage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Nettoyage ultra sons";"";0;"unitaire";"Entretien - Nettoyage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien moto, scooter, quad";"Nettoyage";"";0;"unitaire";"Entretien - Nettoyage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Tracteur";"Nettoyage tracteur";"";0;"de l'heure";"Nettoyage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Tracteur";"Vidange moteur";"";0;"unitaire";"Vidange";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Tracteur";"Vidange boite";"";0;"unitaire";"Vidange";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Tracteur";"Montage de roue";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Trotinette électrique, gyroroue, Hoverboard";"Réparation trotinette électrique";"";0;"unitaire";"Réparation";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Trotinette électrique, gyroroue, Hoverboard";"Réparation gyroroue";"";0;"unitaire";"Réparation";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Trotinette électrique, gyroroue, Hoverboard";"Réparation hoverboard";"";0;"unitaire";"Réparation";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement chambre à air";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement câble & gaine freins et vitesse";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement boitier de pédalier";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement chaîne";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement dérailleur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement roue libre";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement manette de dérailleur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement patte de dérailleur";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement pédalier";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement couronne";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement frein pattin";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement frein à tambour";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement liquide de frein ";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement frein à disque";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement levier de frein";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement rayon de roue";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement roue";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement cyntre ou potence";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement paire de pédale";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement dérailleur";"";0;"unitaire";"Réglage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement selle";"";0;"unitaire";"Réglage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement porte bagage ou garde boue";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remplacement fourche";"";0;"unitaire";"Pose - Montage";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien Vélo - Vélos électrique";"Remise en état";"";0;"par prestation";"Entretien";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien voiture";"Remplacement plaquette";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien voiture";"Remplacement disque et plaquette";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien voiture";"Remplacement kit de freins arrière";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien voiture";"Remplacement etrier";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
"Auto-Moto";"Entretien voiture";"Remplacement répartiteur frein";"";0;"unitaire";"Remplacement";"Nombre";"Mécanicien"
