categorie;service;prestation;eligible_cesu;privée
Beauté & bien-être;Beauté des mains et pieds;Manucure express ;0;1
Beauté & bien-être;Beauté des mains et pieds;Manucure simple;0;1
Beauté & bien-être;Beauté des mains et pieds;Massages Sportif ou suédois;0;1
Beauté & bien-être;Beauté des mains et pieds;Nail art de 1€ à 3€ par ongles;0;1
Beauté & bien-être;Beauté des mains et pieds;Nail art simple ;0;1
Beauté & bien-être;Beauté des mains et pieds;Nail art élaboré ;0;1
Beauté & bien-être;Beauté des mains et pieds;Ongle cassé (hors remplissage);0;1
Beauté & bien-être;Beauté des mains et pieds;Ongle cassé hors rdv ;0;1
Beauté & bien-être;Beauté des mains et pieds;Ongle en résine ;0;1
Beauté & bien-être;Beauté des mains et pieds;Ongles cassés -1 semaine gratuit / +1 semaine 3€;0;1
Beauté & bien-être;Beauté des mains et pieds;Pieds gaiange+VSP;0;1
Beauté & bien-être;Beauté des mains et pieds;Poly gel / acry gel ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose acrylique uniquement;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose américaine;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose capsule ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose capsule + babyboomer / Babycolor;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose chablon;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose chablon + Babyboomer / Babycolor ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complet capsule ou chablon(mains);0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète (capsule acrylique et gel);0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète d'ongles en gel et pose d'un vernis;0;0
Beauté & bien-être;Beauté des mains et pieds;Pose complète d'ongles en résine et French manucure;0;0
Beauté & bien-être;Beauté des mains et pieds;Pose complète d'ongles en résine et pose d'un vernis;0;0
Beauté & bien-être;Beauté des mains et pieds;Pose complète d'ongles et French manucure;0;0
Beauté & bien-être;Beauté des mains et pieds;Pose complète en gel + vernis semi-permanent sur capsule ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète en gel + vernis semi-permanent sur ongle naturel ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète en porcelaine et vernis ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète gel ou résine;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose complète sur ongles naturels;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose d'ongle en gel (tout compris);0;1
Beauté & bien-être;Beauté des mains et pieds;Pose d'ongles en gel avec rallongement au chablon + pose de vernis semi-permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel + french ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel avec capsules ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel pieds ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel sur ongles naturels ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel sur ongles naturels ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel sur ongles naturels ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de gel uniquement;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de semi permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de semi permanent mains ou pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis classique;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis semi permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis semi permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis semi permanent + french pieds ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis semi permanent avec renforts ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis semi permanent pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose de vernis uniquement;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose d’extensions d’ongles en chablon ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose en porcelaine ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose gel chablons;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose gels capsules;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose semi sur ongles déjà long (acrylique et gel ou vernis);0;1
Beauté & bien-être;Beauté des mains et pieds;Pose semi-permanent mains ou pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose semi-permanent ongles naturels;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose strass, paillettes, Nails Art;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis classique ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis classique ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis classique French ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis classique French+manucure ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis classique+manucure;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis french ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis semi permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis semi permanent French ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis semi permanent French +Manu ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis semi permanent couleur ;0;1
Beauté & bien-être;Beauté des mains et pieds;Pose vernis semi permanent couleur +manucure ;0;1
Beauté & bien-être;Beauté des mains et pieds;Reconstruction gros orteil ;0;1
Beauté & bien-être;Beauté des mains et pieds;Rehaussement de cils complet;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage / gainage ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage 2 ongles cassés;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage 2 semaines;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage 3 semaines;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage après 3/4 semaines;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage cil à cil;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage couleur ou french ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage de gel et French manucure;0;0
Beauté & bien-être;Beauté des mains et pieds;Remplissage de gel et pose d'un vernis;0;0
Beauté & bien-être;Beauté des mains et pieds;Remplissage de résine et French manucure;0;0
Beauté & bien-être;Beauté des mains et pieds;Remplissage de résine et pose d'un vernis;0;0
Beauté & bien-être;Beauté des mains et pieds;Remplissage en gel ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage extérieur gel;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage extérieur résine ;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage gel ou résine;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage semi-permanent;0;1
Beauté & bien-être;Beauté des mains et pieds;Remplissage volume Russe;0;1
Beauté & bien-être;Beauté des mains et pieds;Réhaussement de cils;0;1
Beauté & bien-être;Beauté des mains et pieds;Réparation ongle cassés ;0;1
Beauté & bien-être;Beauté des mains et pieds;Réparation ongles;0;1
Beauté & bien-être;Beauté des mains et pieds;Semi permanent ongle naturel (main ou pied);0;1
Beauté & bien-être;Beauté des mains et pieds;Semi-permanent main+pied ;0;1
Beauté & bien-être;Beauté des mains et pieds;Semi-permanent pied ;0;1
Beauté & bien-être;Beauté des mains et pieds;Soin des mains relaxant ;0;1
Beauté & bien-être;Beauté des mains et pieds;Soin des ongles et pose de vernis;0;0
Beauté & bien-être;Beauté des mains et pieds;Soin pieds balnéo;0;1
Beauté & bien-être;Beauté des mains et pieds;Soin sublime pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;Soin visage, corps, épilations ;0;1
Beauté & bien-être;Beauté des mains et pieds;Soins relaxants (cuticules, limage, modelage avec bâtonnet de bois, gommage, ;0;1
Beauté & bien-être;Beauté des mains et pieds;Soins sublime mains;0;1
Beauté & bien-être;Beauté des mains et pieds;Strass Swarovski ;0;1
Beauté & bien-être;Beauté des mains et pieds;Strass de 0,50€ à 1€;0;1
Beauté & bien-être;Beauté des mains et pieds;Strass,stick ers basiques ;0;1
Beauté & bien-être;Beauté des mains et pieds;Supplément French ;0;1
Beauté & bien-être;Beauté des mains et pieds;Supplément capsules;0;0
Beauté & bien-être;Beauté des mains et pieds;Supplément chablon;0;0
Beauté & bien-être;Beauté des mains et pieds;Supplément de zone;0;1
Beauté & bien-être;Beauté des mains et pieds;Supplément nail art;0;0
Beauté & bien-être;Beauté des mains et pieds;Vernis classique ;0;1
Beauté & bien-être;Beauté des mains et pieds;Vernis semi permanent ;0;1
Beauté & bien-être;Beauté des mains et pieds;pose faux ongles en résine;0;1
Beauté & bien-être;Beauté des mains et pieds;remplissage faux ongles;0;1
Beauté & bien-être;Beauté des mains et pieds;soins de pieds + vernis semi permanent;0;1
Beauté & bien-être;Beauté des mains et pieds;soins des pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;vernis semi permanent mains ou pieds;0;1
Beauté & bien-être;Beauté des mains et pieds;💅🏻Ongle;0;1
Beauté & bien-être;Coaching bien-être;Coaching bien être;0;0
Beauté & bien-être;Coaching bien-être;Coaching personnalisé entrainement + nutrition;0;1
Beauté & bien-être;Coaching bien-être;Conseil nutrition, accompagnement, suivi, coaching à distance, défi 5 jours, prix au programme adapté;0;1
Beauté & bien-être;Coaching bien-être;Cure Amincissante;0;1
Beauté & bien-être;Coaching bien-être;Cure énergétique;0;0
Beauté & bien-être;Coaching bien-être;Diététique;0;0
Beauté & bien-être;Coaching bien-être;Nutrithérapie;0;0
Beauté & bien-être;Coaching bien-être;Penderiologie;0;0
Beauté & bien-être;Coaching bien-être;Reprise sportive après accouchement ;0;0
Beauté & bien-être;Coaching bien-être;Sophrologie anti stress;0;1
Beauté & bien-être;Coiffure;Balayage;0;0
Beauté & bien-être;Coiffure;Brushing;0;0
Beauté & bien-être;Coiffure;Brushing court et mi long;0;0
Beauté & bien-être;Coiffure;Brushing long;0;0
Beauté & bien-être;Coiffure;Brushing élaboré;0;0
Beauté & bien-être;Coiffure;Coiffure afro ;0;1
Beauté & bien-être;Coiffure;Coiffure de mariage avec essai;0;0
Beauté & bien-être;Coiffure;Coiffure de soirée;0;0
Beauté & bien-être;Coiffure;Couleur complète;0;0
Beauté & bien-être;Coiffure;Couleur complète;0;0
Beauté & bien-être;Coiffure;Couleur racine;0;0
Beauté & bien-être;Coiffure;Couleur racine;0;0
Beauté & bien-être;Coiffure;Coupe classique;0;0
Beauté & bien-être;Coiffure;Coupe classique;0;0
Beauté & bien-être;Coiffure;Coupe classique;0;0
Beauté & bien-être;Coiffure;Coupe création;0;0
Beauté & bien-être;Coiffure;Coupe création;0;0
Beauté & bien-être;Coiffure;Coupe création;0;0
Beauté & bien-être;Coiffure;Défrisage;0;0
Beauté & bien-être;Coiffure;Dépose d'extensions;0;0
Beauté & bien-être;Coiffure;Lissage brésilien;0;0
Beauté & bien-être;Coiffure;Lissage brésilien;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Maquillage;0;1
Beauté & bien-être;Coiffure;Mèche;0;0
Beauté & bien-être;Coiffure;Patine;0;0
Beauté & bien-être;Coiffure;Permanente;0;0
Beauté & bien-être;Coiffure;Permanente;0;0
Beauté & bien-être;Coiffure;Pose d'extension;0;0
Beauté & bien-être;Coiffure;Pose d'extensions de cheveux;0;1
Beauté & bien-être;Coiffure;Shampoing;0;0
Beauté & bien-être;Coiffure;Shampoing;0;0
Beauté & bien-être;Coiffure;Shampoing;0;0
Beauté & bien-être;Coiffure;Soins;0;0
Beauté & bien-être;Coiffure;Tie and dye;0;0
Beauté & bien-être;Coiffure;Tresse africaine ;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure;Épilation;0;1
Beauté & bien-être;Coiffure afro;Assouplissement naturel;0;0
Beauté & bien-être;Coiffure afro;Box Braid Mi-long;0;0
Beauté & bien-être;Coiffure afro;Box Braid court;0;0
Beauté & bien-être;Coiffure afro;Box Braid long;0;0
Beauté & bien-être;Coiffure afro;Box braids /twist fin mi-long;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist gros court;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist gros long;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist gros mi-long;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist moyen court;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist moyen long;0;1
Beauté & bien-être;Coiffure afro;Box braids /twist moyen mi-long;0;1
Beauté & bien-être;Coiffure afro;Box braids/twist fin court;0;1
Beauté & bien-être;Coiffure afro;Box braids/twist fin long;0;1
Beauté & bien-être;Coiffure afro;Braids avec mèches ;0;1
Beauté & bien-être;Coiffure afro;Coloration sur tissage;0;0
Beauté & bien-être;Coiffure afro;Curly;0;0
Beauté & bien-être;Coiffure afro;Défrisage;0;0
Beauté & bien-être;Coiffure afro;Départ locks;0;0
Beauté & bien-être;Coiffure afro;Dépose d'extension;0;0
Beauté & bien-être;Coiffure afro;Dépose tissage;0;0
Beauté & bien-être;Coiffure afro;Dépose tresses;0;0
Beauté & bien-être;Coiffure afro;Entretien locks;0;0
Beauté & bien-être;Coiffure afro;Fausses locks ;0;1
Beauté & bien-être;Coiffure afro;Finger twist;0;0
Beauté & bien-être;Coiffure afro;Lissage 100% naturel;0;0
Beauté & bien-être;Coiffure afro;Lissage au tanin sans formol;0;0
Beauté & bien-être;Coiffure afro;Lissage brésilien;0;0
Beauté & bien-être;Coiffure afro;Locks Twist;0;0
Beauté & bien-être;Coiffure afro;Mèches sur tissage;0;0
Beauté & bien-être;Coiffure afro;Nattes collées avec rajouts complexet;0;1
Beauté & bien-être;Coiffure afro;Nattes collées sans rajouts;0;1
Beauté & bien-être;Coiffure afro;Pose d'extension;0;0
Beauté & bien-être;Coiffure afro;Tissage;0;0
Beauté & bien-être;Coiffure afro;Tresses collé sans mèches ;0;1
Beauté & bien-être;Coiffure afro;Tresses couchées avec rajouts;0;0
Beauté & bien-être;Coiffure afro;Tresses couchées couchées demi-tête;0;0
Beauté & bien-être;Coiffure afro;Twix avec mèches ;0;1
Beauté & bien-être;Coiffure afro;Vanille ;0;1
Beauté & bien-être;Coiffure afro;Wave;0;0
Beauté & bien-être;Coiffure afro;tresses collé avec mèches;0;1
Beauté & bien-être;Epilation; Semi permanent ;0;1
Beauté & bien-être;Epilation;3/4 jambes;0;1
Beauté & bien-être;Epilation;Baby boomer /french ;0;1
Beauté & bien-être;Epilation;Bande supplémentaire;0;1
Beauté & bien-être;Epilation;Beauté des mains;0;1
Beauté & bien-être;Epilation;Beauté des pieds;0;1
Beauté & bien-être;Epilation;Chablon gel ;0;1
Beauté & bien-être;Epilation;Coloration cils ou sourcils ;0;1
Beauté & bien-être;Epilation;Combo sourcils + teinture;0;1
Beauté & bien-être;Epilation;Création ligne sourcils ;0;1
Beauté & bien-être;Epilation;Deco par ongle ;0;1
Beauté & bien-être;Epilation;Demi jambes maillot ou aisselles ;0;1
Beauté & bien-être;Epilation;Dépose ;0;1
Beauté & bien-être;Epilation;Epilation aisselles;0;0
Beauté & bien-être;Epilation;Epilation aisselles;0;0
Beauté & bien-être;Epilation;Epilation bras;0;0
Beauté & bien-être;Epilation;Epilation bras;0;0
Beauté & bien-être;Epilation;Epilation bras complets;0;0
Beauté & bien-être;Epilation;Epilation cuisses;0;0
Beauté & bien-être;Epilation;Epilation dos;0;0
Beauté & bien-être;Epilation;Epilation jambes;0;0
Beauté & bien-être;Epilation;Epilation jambes;0;0
Beauté & bien-être;Epilation;Epilation jambes entières;0;0
Beauté & bien-être;Epilation;Epilation lèvres;0;0
Beauté & bien-être;Epilation;Epilation maillot brésilien;0;0
Beauté & bien-être;Epilation;Epilation maillot intégral;0;0
Beauté & bien-être;Epilation;Epilation maillot semi-intégral;0;0
Beauté & bien-être;Epilation;Epilation maillot simple;0;0
Beauté & bien-être;Epilation;Epilation menton;0;0
Beauté & bien-être;Epilation;Epilation moustache;0;0
Beauté & bien-être;Epilation;Epilation sillon inter-fessier;0;0
Beauté & bien-être;Epilation;Epilation sourcils;0;0
Beauté & bien-être;Epilation;Epilation torse & ventre;0;0
Beauté & bien-être;Epilation;Epilation visage (nez, oreilles);0;0
Beauté & bien-être;Epilation;Epilation épaules;0;0
Beauté & bien-être;Epilation;Epilatiopn sourcils;0;0
Beauté & bien-être;Epilation;Extension cil à cils ;0;1
Beauté & bien-être;Epilation;Forfait 1/2j + Aisselles + maillot brésilien;0;1
Beauté & bien-être;Epilation;Forfait 1/2j + Aisselles + maillot classique;0;1
